source_sheet,source_row,original_keyword,normalized_name,candidate_sido,candidate_sigungu,candidate_parent,region_type,evidence,confidence,status,unresolved_reason,reason
경남,8,진주시,진주시,경상남도,,경남,administrative,"{""source_sheet_match"": true, ""original_string_parent"": false, ""neighbor_block_match"": false, ""same_sheet_pattern_match"": true, ""school_evidence_match"": false, ""official_reference_match"": true}",high,confirmed,,Strong direct official match under the source-sheet jurisdiction.
경남,9,통영시,통영시,경상남도,,경남,administrative,"{""source_sheet_match"": true, ""original_string_parent"": false, ""neighbor_block_match"": false, ""same_sheet_pattern_match"": true, ""school_evidence_match"": false, ""official_reference_match"": true}",high,confirmed,,Strong direct official match under the source-sheet jurisdiction.
경남,10,사천시,사천시,경상남도,,경남,administrative,"{""source_sheet_match"": true, ""original_string_parent"": false, ""neighbor_block_match"": false, ""same_sheet_pattern_match"": true, ""school_evidence_match"": false, ""official_reference_match"": true}",high,confirmed,,Strong direct official match under the source-sheet jurisdiction.
경남,11,김해시,김해시,경상남도,,경남,administrative,"{""source_sheet_match"": true, ""original_string_parent"": false, ""neighbor_block_match"": false, ""same_sheet_pattern_match"": true, ""school_evidence_match"": false, ""official_reference_match"": true}",high,confirmed,,Strong direct official match under the source-sheet jurisdiction.
경남,12,밀양시,밀양시,경상남도,,경남,administrative,"{""source_sheet_match"": true, ""original_string_parent"": false, ""neighbor_block_match"": false, ""same_sheet_pattern_match"": true, ""school_evidence_match"": false, ""official_reference_match"": true}",high,confirmed,,Strong direct official match under the source-sheet jurisdiction.
경남,13,거제시,거제시,경상남도,,경남,administrative,"{""source_sheet_match"": true, ""original_string_parent"": false, ""neighbor_block_match"": false, ""same_sheet_pattern_match"": true, ""school_evidence_match"": false, ""official_reference_match"": true}",high,confirmed,,Strong direct official match under the source-sheet jurisdiction.
경남,14,양산시,양산시,경상남도,,경남,administrative,"{""source_sheet_match"": true, ""original_string_parent"": false, ""neighbor_block_match"": false, ""same_sheet_pattern_match"": true, ""school_evidence_match"": false, ""official_reference_match"": true}",high,confirmed,,Strong direct official match under the source-sheet jurisdiction.
경남,15,의령군,의령군,경상남도,,경남,administrative,"{""source_sheet_match"": true, ""original_string_parent"": false, ""neighbor_block_match"": false, ""same_sheet_pattern_match"": true, ""school_evidence_match"": false, ""official_reference_match"": true}",high,confirmed,,Strong direct official match under the source-sheet jurisdiction.
경남,16,함안군,함안군,경상남도,,경남,administrative,"{""source_sheet_match"": true, ""original_string_parent"": false, ""neighbor_block_match"": false, ""same_sheet_pattern_match"": true, ""school_evidence_match"": false, ""official_reference_match"": true}",high,confirmed,,Strong direct official match under the source-sheet jurisdiction.
경남,17,창녕군,창녕군,경상남도,,경남,administrative,"{""source_sheet_match"": true, ""original_string_parent"": false, ""neighbor_block_match"": false, ""same_sheet_pattern_match"": true, ""school_evidence_match"": false, ""official_reference_match"": true}",high,confirmed,,Strong direct official match under the source-sheet jurisdiction.
경남,18,고성군,고성군,경상남도,,경남,administrative,"{""source_sheet_match"": true, ""original_string_parent"": false, ""neighbor_block_match"": false, ""same_sheet_pattern_match"": true, ""school_evidence_match"": false, ""official_reference_match"": true}",high,confirmed,,Strong direct official match under the source-sheet jurisdiction.
경남,19,남해군,남해군,경상남도,,경남,administrative,"{""source_sheet_match"": true, ""original_string_parent"": false, ""neighbor_block_match"": false, ""same_sheet_pattern_match"": true, ""school_evidence_match"": false, ""official_reference_match"": true}",high,confirmed,,Strong direct official match under the source-sheet jurisdiction.
경남,20,하동군,하동군,경상남도,,경남,administrative,"{""source_sheet_match"": true, ""original_string_parent"": false, ""neighbor_block_match"": false, ""same_sheet_pattern_match"": true, ""school_evidence_match"": false, ""official_reference_match"": true}",high,confirmed,,Strong direct official match under the source-sheet jurisdiction.
경남,21,산청군,산청군,경상남도,,경남,administrative,"{""source_sheet_match"": true, ""original_string_parent"": false, ""neighbor_block_match"": false, ""same_sheet_pattern_match"": true, ""school_evidence_match"": false, ""official_reference_match"": true}",high,confirmed,,Strong direct official match under the source-sheet jurisdiction.
경남,22,함양군,함양군,경상남도,,경남,administrative,"{""source_sheet_match"": true, ""original_string_parent"": false, ""neighbor_block_match"": false, ""same_sheet_pattern_match"": true, ""school_evidence_match"": false, ""official_reference_match"": true}",high,confirmed,,Strong direct official match under the source-sheet jurisdiction.
경남,23,거창군,거창군,경상남도,,경남,administrative,"{""source_sheet_match"": true, ""original_string_parent"": false, ""neighbor_block_match"": false, ""same_sheet_pattern_match"": true, ""school_evidence_match"": false, ""official_reference_match"": true}",high,confirmed,,Strong direct official match under the source-sheet jurisdiction.
경남,24,합천군,합천군,경상남도,,경남,administrative,"{""source_sheet_match"": true, ""original_string_parent"": false, ""neighbor_block_match"": false, ""same_sheet_pattern_match"": true, ""school_evidence_match"": false, ""official_reference_match"": true}",high,confirmed,,Strong direct official match under the source-sheet jurisdiction.
