page_id,route,final_status,generation_allowed,source_sheet,source_row,k_present,output_path,output_exists_after,action
candidate:tutor:kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c1a1-cc9c-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c1a1-cc9c-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,291,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c1a1-cc9c-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c9c4-bd81-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c9c4-bd81-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,292,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c9c4-bd81-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-b9cc-c1a1-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-b9cc-c1a1-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,293,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-b9cc-c1a1-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c7a5-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c7a5-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,294,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c7a5-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c0bc-cc9c-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c0bc-cc9c-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,295,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c0bc-cc9c-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c911-d654-c0b0-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c911-d654-c0b0-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,298,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c911-d654-c0b0-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c804-c8fc-d0dc-d3c9-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c804-c8fc-d0dc-d3c9-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,299,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c804-c8fc-d0dc-d3c9-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-d3c9-d654-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-d3c9-d654-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,300,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-d3c9-d654-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-d48d-b0a8-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-d48d-b0a8-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,301,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-d48d-b0a8-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-d6a8-c790-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-d6a8-c790-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,302,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-d6a8-c790-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-d6a8-c790-c9c0-ad6c:region_tutor,/tutor/kr-b300-ad6c-kr-d6a8-c790-c9c0-ad6c/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,303,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-d6a8-c790-c9c0-ad6c\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-d6a8-c790-c9c0-ad6c-kr-c11c-bd80-c2e0-c2dc-ac00-c9c0:region_tutor,/tutor/kr-b300-ad6c-kr-d6a8-c790-c9c0-ad6c-kr-c11c-bd80-c2e0-c2dc-ac00-c9c0/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,305,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-d6a8-c790-c9c0-ad6c-kr-c11c-bd80-c2e0-c2dc-ac00-c9c0\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c804-c8fc-d6a8-cc9c-c9c0-ad6c-kr-d48d-b0a8-bb38:region_tutor,/tutor/kr-b300-ad6c-kr-c804-c8fc-d6a8-cc9c-c9c0-ad6c-kr-d48d-b0a8-bb38/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,307,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c804-c8fc-d6a8-cc9c-c9c0-ad6c-kr-d48d-b0a8-bb38\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c1a1-cc9c-c9c0-ad6c:region_tutor,/tutor/kr-b300-ad6c-kr-c1a1-cc9c-c9c0-ad6c/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,308,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c1a1-cc9c-c9c0-ad6c\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c804-c8fc-d601-c2e0-b3c4-c2dc:region_tutor,/tutor/kr-b300-ad6c-kr-c804-c8fc-d601-c2e0-b3c4-c2dc/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,310,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c804-c8fc-d601-c2e0-b3c4-c2dc\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c:region_tutor,/tutor/kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,311,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-c6d0-c8fc:region_tutor,/tutor/kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-c6d0-c8fc/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,312,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-c6d0-c8fc\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-bb34-c2e4-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-bb34-c2e4-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,314,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-bb34-c2e4-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-ac1c-c6b4-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-ac1c-c6b4-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,315,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-ac1c-c6b4-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-b2e8-ad6c-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-b2e8-ad6c-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,316,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-b2e8-ad6c-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-c6d0-c8fc-c6b0-c0b0-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-c6d0-c8fc-c6b0-c0b0-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,318,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-c6d0-c8fc-c6b0-c0b0-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-d559-c131-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-d559-c131-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,319,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-d559-c131-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-d589-ad6c-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-d589-ad6c-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,320,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-d589-ad6c-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c6d0-c8fc-d601-c2e0-b3c4-c2dc:region_tutor,/tutor/kr-b300-ad6c-kr-c6d0-c8fc-d601-c2e0-b3c4-c2dc/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,322,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c6d0-c8fc-d601-c2e0-b3c4-c2dc\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-bc18-ace1-c9c0-ad6c:region_tutor,/tutor/kr-b300-ad6c-kr-bc18-ace1-c9c0-ad6c/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,326,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-bc18-ace1-c9c0-ad6c\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c9c0-c815-c9c0-ad6c-kr-cd98-cc9c:region_tutor,/tutor/kr-b300-ad6c-kr-c9c0-c815-c9c0-ad6c-kr-cd98-cc9c/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,328,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c9c0-c815-c9c0-ad6c-kr-cd98-cc9c\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c9c0-c815-c9c0-ad6c-kr-ad50-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-c9c0-c815-c9c0-ad6c-kr-ad50-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,329,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c9c0-c815-c9c0-ad6c-kr-ad50-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c9c0-c815-c9c0-ad6c-kr-adfc-d654-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-c9c0-c815-c9c0-ad6c-kr-adfc-d654-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,330,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c9c0-c815-c9c0-ad6c-kr-adfc-d654-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c9c0-c815-c9c0-ad6c-kr-c628-c758-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-c9c0-c815-c9c0-ad6c-kr-c628-c758-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,336,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c9c0-c815-c9c0-ad6c-kr-c628-c758-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c9c0-c815-c9c0-ad6c-kr-d6c4-d3c9-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-c9c0-c815-c9c0-ad6c-kr-d6c4-d3c9-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,337,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c9c0-c815-c9c0-ad6c-kr-d6c4-d3c9-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c9c0-c815-c9c0-ad6c-kr-ce60-c804-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-c9c0-c815-c9c0-ad6c-kr-ce60-c804-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,339,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c9c0-c815-c9c0-ad6c-kr-ce60-c804-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c11d-c0ac-c9c0-ad6c:region_tutor,/tutor/kr-b300-ad6c-kr-c11d-c0ac-c9c0-ad6c/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,341,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c11d-c0ac-c9c0-ad6c\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-d6c4-d3c9-c9c0-ad6c:region_tutor,/tutor/kr-b300-ad6c-kr-d6c4-d3c9-c9c0-ad6c/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,342,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-d6c4-d3c9-c9c0-ad6c\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c6b0-b450-c9c0-ad6c:region_tutor,/tutor/kr-b300-ad6c-kr-c6b0-b450-c9c0-ad6c/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,345,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c6b0-b450-c9c0-ad6c\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c18c-c591-c9c0-ad6c:region_tutor,/tutor/kr-b300-ad6c-kr-c18c-c591-c9c0-ad6c/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,346,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c18c-c591-c9c0-ad6c\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-acc4-c591-ad6c:region_tutor,/tutor/kr-b300-ad6c-kr-acc4-c591-ad6c/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,348,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-acc4-c591-ad6c\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-b0a8-b3d9-ad6c:region_tutor,/tutor/kr-b300-ad6c-kr-b0a8-b3d9-ad6c/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,349,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-b0a8-b3d9-ad6c\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-bd80-d3c9-ad6c:region_tutor,/tutor/kr-b300-ad6c-kr-bd80-d3c9-ad6c/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,351,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-bd80-d3c9-ad6c\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-c911-ad6c:region_tutor,/tutor/kr-b300-ad6c-kr-c778-cc9c-c911-ad6c/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,354,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c778-cc9c-c911-ad6c\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c791-c804-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c791-c804-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,356,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c791-c804-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-acc4-c0b0-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-acc4-c0b0-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,357,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-acc4-c0b0-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-bcd1-bc29-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-bcd1-bc29-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,359,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-bcd1-bc29-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-ad6c-c6d4-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-ad6c-c6d4-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,361,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-ad6c-c6d4-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-b17c-d604-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-b17c-d604-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,363,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-b17c-d604-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-b3c4-b9bc-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-b3c4-b9bc-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,364,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-b3c4-b9bc-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c11c-cc3d-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c11c-cc3d-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,365,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c11c-cc3d-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c778-cc9c-bb38-d559-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c778-cc9c-bb38-d559-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,368,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c778-cc9c-bb38-d559-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c8fc-c548-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c8fc-c548-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,370,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c8fc-c548-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-d559-c775-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-d559-c775-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,371,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-d559-c775-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-ac08-c0b0-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-ac08-c0b0-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,372,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-ac08-c0b0-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-bd80-d3c9-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-bd80-d3c9-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,374,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-bd80-d3c9-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c77c-c2e0-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c77c-c2e0-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,377,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c77c-c2e0-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-ac00-c88c-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-ac00-c88c-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,379,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-ac00-c88c-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-b2f9-d558-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-b2f9-d558-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,380,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-b2f9-d558-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-b9c8-c804-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-b9c8-c804-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,381,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-b9c8-c804-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c11d-b0a8-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c11d-b0a8-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,383,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c11d-b0a8-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c2e0-d604-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c2e0-d604-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,384,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c2e0-d604-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c6d0-b2f9-b3d9:region_tutor,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c6d0-b2f9-b3d9/region_tutor,READY_REMOVE_DUPLICATE_H1,true,대구,385,true,C:\프로젝트\tutorplan\output\tutor\kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c6d0-b2f9-b3d9\region_tutor\index.html,True,GENERATED_K_REMOVE_H1
