page_id,region_id,keyword,sheet,row,route,status
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c6d4-acc4-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c6d4-acc4-b3d9,월계동과외,서울,93,/tutor/seoul-kr-c911-b791-ad6c-kr-c6d4-acc4-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c911-acc4-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c911-acc4-b3d9,중계동과외,서울,94,/tutor/seoul-kr-c911-b791-ad6c-kr-c911-acc4-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-d558-acc4-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-d558-acc4-b3d9,하계동과외,서울,95,/tutor/seoul-kr-c911-b791-ad6c-kr-d558-acc4-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-b3c4-bd09-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-b3c4-bd09-b3d9,도봉동과외,서울,96,/tutor/seoul-kr-c911-b791-ad6c-kr-b3c4-bd09-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-bc29-d559-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-bc29-d559-b3d9,방학동과외,서울,97,/tutor/seoul-kr-c911-b791-ad6c-kr-bc29-d559-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c30d-bb38-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c30d-bb38-b3d9,쌍문동과외,서울,98,/tutor/seoul-kr-c911-b791-ad6c-kr-c30d-bb38-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-cc3d-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-cc3d-b3d9,도봉구 창동과외,서울,99,/tutor/seoul-kr-c911-b791-ad6c-kr-cc3d-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-b2f5-c2ed-b9ac-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-b2f5-c2ed-b9ac-b3d9,답십리동과외,서울,100,/tutor/seoul-kr-c911-b791-ad6c-kr-b2f5-c2ed-b9ac-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c2e0-c124-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c2e0-c124-b3d9,신설동과외,서울,101,/tutor/seoul-kr-c911-b791-ad6c-kr-c2e0-c124-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c6a9-b450-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c6a9-b450-b3d9,용두동과외,서울,102,/tutor/seoul-kr-c911-b791-ad6c-kr-c6a9-b450-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c774-bb38-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c774-bb38-b3d9,이문동과외,서울,103,/tutor/seoul-kr-c911-b791-ad6c-kr-c774-bb38-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c7a5-c548-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c7a5-c548-b3d9,장안동과외,서울,104,/tutor/seoul-kr-c911-b791-ad6c-kr-c7a5-c548-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c804-b18d-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c804-b18d-b3d9,전농동과외,서울,105,/tutor/seoul-kr-c911-b791-ad6c-kr-c804-b18d-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c81c-ae30-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c81c-ae30-b3d9,제기동과외,서울,106,/tutor/seoul-kr-c911-b791-ad6c-kr-c81c-ae30-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-ccad-b7c9-b9ac-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-ccad-b7c9-b9ac-b3d9,청량리동과외,서울,107,/tutor/seoul-kr-c911-b791-ad6c-kr-ccad-b7c9-b9ac-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-d68c-ae30-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-d68c-ae30-b3d9,회기동과외,서울,108,/tutor/seoul-kr-c911-b791-ad6c-kr-d68c-ae30-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-d718-acbd-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-d718-acbd-b3d9,휘경동과외,서울,109,/tutor/seoul-kr-c911-b791-ad6c-kr-d718-acbd-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-b178-b7c9-c9c4-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-b178-b7c9-c9c4-b3d9,노량진동과외,서울,110,/tutor/seoul-kr-c911-b791-ad6c-kr-b178-b7c9-c9c4-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-b300-bc29-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-b300-bc29-b3d9,대방동과외,서울,111,/tutor/seoul-kr-c911-b791-ad6c-kr-b300-bc29-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-b3d9-c791-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-b3d9-c791-b3d9,동작동과외,서울,112,/tutor/seoul-kr-c911-b791-ad6c-kr-b3d9-c791-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-bcf8-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-bcf8-b3d9,동작구 본동과외,서울,113,/tutor/seoul-kr-c911-b791-ad6c-kr-bcf8-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c0ac-b2f9-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c0ac-b2f9-b3d9,사당동과외,서울,114,/tutor/seoul-kr-c911-b791-ad6c-kr-c0ac-b2f9-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c0c1-b3c4-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c0c1-b3c4-b3d9,상도동과외,서울,115,/tutor/seoul-kr-c911-b791-ad6c-kr-c0c1-b3c4-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c2e0-b300-bc29-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c2e0-b300-bc29-b3d9,신대방동과외,서울,116,/tutor/seoul-kr-c911-b791-ad6c-kr-c2e0-b300-bc29-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-d751-c11d-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-d751-c11d-b3d9,흑석동과외,서울,117,/tutor/seoul-kr-c911-b791-ad6c-kr-d751-c11d-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-acf5-b355-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-acf5-b355-b3d9,공덕동과외,서울,118,/tutor/seoul-kr-c911-b791-ad6c-kr-acf5-b355-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-ad6c-c218-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-ad6c-c218-b3d9,구수동과외,서울,119,/tutor/seoul-kr-c911-b791-ad6c-kr-ad6c-c218-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-b178-ace0-c0b0-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-b178-ace0-c0b0-b3d9,노고산동과외,서울,120,/tutor/seoul-kr-c911-b791-ad6c-kr-b178-ace0-c0b0-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-b2f9-c778-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-b2f9-c778-b3d9,당인동과외,서울,121,/tutor/seoul-kr-c911-b791-ad6c-kr-b2f9-c778-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-b300-d765-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-b300-d765-b3d9,대흥동과외,서울,122,/tutor/seoul-kr-c911-b791-ad6c-kr-b300-d765-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-b3c4-d654-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-b3c4-d654-b3d9,도화동과외,서울,123,/tutor/seoul-kr-c911-b791-ad6c-kr-b3c4-d654-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-b3d9-ad50-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-b3d9-ad50-b3d9,동교동과외,서울,124,/tutor/seoul-kr-c911-b791-ad6c-kr-b3d9-ad50-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-b9c8-d3ec-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-b9c8-d3ec-b3d9,마포동과외,서울,125,/tutor/seoul-kr-c911-b791-ad6c-kr-b9c8-d3ec-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-b9dd-c6d0-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-b9dd-c6d0-b3d9,망원동과외,서울,126,/tutor/seoul-kr-c911-b791-ad6c-kr-b9dd-c6d0-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c0c1-c218-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c0c1-c218-b3d9,상수동과외,서울,127,/tutor/seoul-kr-c911-b791-ad6c-kr-c0c1-c218-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c0c1-c554-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c0c1-c554-b3d9,상암동과외,서울,128,/tutor/seoul-kr-c911-b791-ad6c-kr-c0c1-c554-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c11c-ad50-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c11c-ad50-b3d9,서교동과외,서울,129,/tutor/seoul-kr-c911-b791-ad6c-kr-c11c-ad50-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c131-c0b0-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c131-c0b0-b3d9,성산동과외,서울,130,/tutor/seoul-kr-c911-b791-ad6c-kr-c131-c0b0-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c2e0-acf5-b355-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c2e0-acf5-b355-b3d9,신공덕동과외,서울,131,/tutor/seoul-kr-c911-b791-ad6c-kr-c2e0-acf5-b355-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c2e0-c218-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c2e0-c218-b3d9,신수동과외,서울,132,/tutor/seoul-kr-c911-b791-ad6c-kr-c2e0-c218-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c544-d604-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c544-d604-b3d9,아현동과외,서울,133,/tutor/seoul-kr-c911-b791-ad6c-kr-c544-d604-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c5f0-b0a8-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c5f0-b0a8-b3d9,연남동과외,서울,134,/tutor/seoul-kr-c911-b791-ad6c-kr-c5f0-b0a8-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c5fc-b9ac-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c5fc-b9ac-b3d9,염리동과외,서울,135,/tutor/seoul-kr-c911-b791-ad6c-kr-c5fc-b9ac-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c6a9-ac15-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c6a9-ac15-b3d9,용강동과외,서울,136,/tutor/seoul-kr-c911-b791-ad6c-kr-c6a9-ac15-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c911-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c911-b3d9,마포구 중동과외,서울,137,/tutor/seoul-kr-c911-b791-ad6c-kr-c911-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-cc3d-c804-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-cc3d-c804-b3d9,창전동과외,서울,138,/tutor/seoul-kr-c911-b791-ad6c-kr-cc3d-c804-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-d1a0-c815-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-d1a0-c815-b3d9,토정동과외,서울,139,/tutor/seoul-kr-c911-b791-ad6c-kr-d1a0-c815-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-d569-c815-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-d569-c815-b3d9,합정동과외,서울,140,/tutor/seoul-kr-c911-b791-ad6c-kr-d569-c815-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-d604-c11d-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-d604-c11d-b3d9,현석동과외,서울,141,/tutor/seoul-kr-c911-b791-ad6c-kr-d604-c11d-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-b0a8-ac00-c88c-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-b0a8-ac00-c88c-b3d9,남가좌동과외,서울,142,/tutor/seoul-kr-c911-b791-ad6c-kr-b0a8-ac00-c88c-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-b0c9-cc9c-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-b0c9-cc9c-b3d9,냉천동과외,서울,143,/tutor/seoul-kr-c911-b791-ad6c-kr-b0c9-cc9c-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-b300-c2e0-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-b300-c2e0-b3d9,대신동과외,서울,144,/tutor/seoul-kr-c911-b791-ad6c-kr-b300-c2e0-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-b300-d604-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-b300-d604-b3d9,대현동과외,서울,145,/tutor/seoul-kr-c911-b791-ad6c-kr-b300-d604-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-bbf8-adfc-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-bbf8-adfc-b3d9,미근동과외,서울,146,/tutor/seoul-kr-c911-b791-ad6c-kr-bbf8-adfc-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-bd09-c6d0-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-bd09-c6d0-b3d9,봉원동과외,서울,147,/tutor/seoul-kr-c911-b791-ad6c-kr-bd09-c6d0-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-bd81-ac00-c88c-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-bd81-ac00-c88c-b3d9,북가좌동과외,서울,148,/tutor/seoul-kr-c911-b791-ad6c-kr-bd81-ac00-c88c-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-bd81-c544-d604-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-bd81-c544-d604-b3d9,북아현동과외,서울,149,/tutor/seoul-kr-c911-b791-ad6c-kr-bd81-c544-d604-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c2e0-cd0c-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c2e0-cd0c-b3d9,신촌동과외,서울,150,/tutor/seoul-kr-c911-b791-ad6c-kr-c2e0-cd0c-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c5f0-d76c-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c5f0-d76c-b3d9,연희동과외,서울,151,/tutor/seoul-kr-c911-b791-ad6c-kr-c5f0-d76c-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c601-cc9c-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c601-cc9c-b3d9,영천동과외,서울,152,/tutor/seoul-kr-c911-b791-ad6c-kr-c601-cc9c-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c625-cc9c-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c625-cc9c-b3d9,옥천동과외,서울,153,/tutor/seoul-kr-c911-b791-ad6c-kr-c625-cc9c-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-cc3d-cc9c-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-cc3d-cc9c-b3d9,창천동과외,서울,154,/tutor/seoul-kr-c911-b791-ad6c-kr-cc3d-cc9c-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-cc9c-c5f0-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-cc9c-c5f0-b3d9,천연동과외,서울,155,/tutor/seoul-kr-c911-b791-ad6c-kr-cc9c-c5f0-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-cda9-c815-b85c-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-cda9-c815-b85c-b3d9,충정로동과외,서울,156,/tutor/seoul-kr-c911-b791-ad6c-kr-cda9-c815-b85c-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-d569-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-d569-b3d9,서대문구 합동과외,서울,157,/tutor/seoul-kr-c911-b791-ad6c-kr-d569-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-d604-c800-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-d604-c800-b3d9,현저동과외,서울,158,/tutor/seoul-kr-c911-b791-ad6c-kr-d604-c800-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-d64d-c740-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-d64d-c740-b3d9,홍은동과외,서울,159,/tutor/seoul-kr-c911-b791-ad6c-kr-d64d-c740-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-d64d-c81c-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-d64d-c81c-b3d9,홍제동과외,서울,160,/tutor/seoul-kr-c911-b791-ad6c-kr-d64d-c81c-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-b0b4-ace1-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-b0b4-ace1-b3d9,내곡동과외,서울,161,/tutor/seoul-kr-c911-b791-ad6c-kr-b0b4-ace1-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-bc18-d3ec-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-bc18-d3ec-b3d9,반포동과외,서울,162,/tutor/seoul-kr-c911-b791-ad6c-kr-bc18-d3ec-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-bc29-bc30-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-bc29-bc30-b3d9,방배동과외,서울,163,/tutor/seoul-kr-c911-b791-ad6c-kr-bc29-bc30-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c11c-cd08-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c11c-cd08-b3d9,서초동과외,서울,164,/tutor/seoul-kr-c911-b791-ad6c-kr-c11c-cd08-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c2e0-c6d0-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c2e0-c6d0-b3d9,신원동과외,서울,165,/tutor/seoul-kr-c911-b791-ad6c-kr-c2e0-c6d0-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c591-c7ac-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c591-c7ac-b3d9,양재동과외,서울,166,/tutor/seoul-kr-c911-b791-ad6c-kr-c591-c7ac-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c5fc-ace1-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c5fc-ace1-b3d9,염곡동과외,서울,167,/tutor/seoul-kr-c911-b791-ad6c-kr-c5fc-ace1-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c6b0-ba74-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c6b0-ba74-b3d9,우면동과외,서울,168,/tutor/seoul-kr-c911-b791-ad6c-kr-c6b0-ba74-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c6d0-c9c0-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c6d0-c9c0-b3d9,원지동과외,서울,169,/tutor/seoul-kr-c911-b791-ad6c-kr-c6d0-c9c0-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c7a0-c6d0-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c7a0-c6d0-b3d9,잠원동과외,서울,170,/tutor/seoul-kr-c911-b791-ad6c-kr-c7a0-c6d0-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-ae08-d638-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-ae08-d638-b3d9,금호동과외,서울,171,/tutor/seoul-kr-c911-b791-ad6c-kr-ae08-d638-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-b3c4-c120-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-b3c4-c120-b3d9,도선동과외,서울,172,/tutor/seoul-kr-c911-b791-ad6c-kr-b3c4-c120-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-b9c8-c7a5-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-b9c8-c7a5-b3d9,마장동과외,서울,173,/tutor/seoul-kr-c911-b791-ad6c-kr-b9c8-c7a5-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c0ac-adfc-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c0ac-adfc-b3d9,사근동과외,서울,174,/tutor/seoul-kr-c911-b791-ad6c-kr-c0ac-adfc-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c0c1-c655-c2ed-b9ac-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c0c1-c655-c2ed-b9ac-b3d9,상왕십리동과외,서울,175,/tutor/seoul-kr-c911-b791-ad6c-kr-c0c1-c655-c2ed-b9ac-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c131-c218-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c131-c218-b3d9,성수동과외,서울,176,/tutor/seoul-kr-c911-b791-ad6c-kr-c131-c218-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c1a1-c815-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c1a1-c815-b3d9,송정동과외,서울,177,/tutor/seoul-kr-c911-b791-ad6c-kr-c1a1-c815-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c625-c218-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c625-c218-b3d9,옥수동과외,서울,178,/tutor/seoul-kr-c911-b791-ad6c-kr-c625-c218-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c6a9-b2f5-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c6a9-b2f5-b3d9,용답동과외,서울,179,/tutor/seoul-kr-c911-b791-ad6c-kr-c6a9-b2f5-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-c751-bd09-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-c751-bd09-b3d9,응봉동과외,서울,180,/tutor/seoul-kr-c911-b791-ad6c-kr-c751-bd09-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-d558-c655-c2ed-b9ac-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-d558-c655-c2ed-b9ac-b3d9,하왕십리동과외,서울,181,/tutor/seoul-kr-c911-b791-ad6c-kr-d558-c655-c2ed-b9ac-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-d589-b2f9-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-d589-b2f9-b3d9,행당동과외,서울,182,/tutor/seoul-kr-c911-b791-ad6c-kr-d589-b2f9-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-d64d-c775-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-d64d-c775-b3d9,홍익동과외,서울,183,/tutor/seoul-kr-c911-b791-ad6c-kr-d64d-c775-b3d9/region_tutor,HOLD_CONTENT
candidate:tutor:seoul-kr-c911-b791-ad6c-kr-ae38-c74c-b3d9:region_tutor,seoul-kr-c911-b791-ad6c-kr-ae38-c74c-b3d9,길음동과외,서울,184,/tutor/seoul-kr-c911-b791-ad6c-kr-ae38-c74c-b3d9/region_tutor,HOLD_CONTENT
