normalized_school_name,school_level,reference_count,region_count,sigungu_count,sido_count,classification,confidence,source_region_statuses
무거고등학교,high_school,12,1,1,1,manual_review,low,normal
울산제일고등학교,high_school,8,1,1,1,manual_review,low,normal
울산강남고등학교,high_school,16,1,1,1,manual_review,low,normal
동평중학교,middle_school,6,1,1,1,manual_review,low,normal
삼산고등학교,high_school,5,1,1,1,manual_review,low,normal
신선여자고등학교,high_school,10,1,1,1,manual_review,low,normal
울산삼일고등학교,high_school,3,1,1,1,manual_review,low,normal
화암고등학교,high_school,7,1,1,1,manual_review,low,normal
울산생활과학고등학교,high_school,10,1,1,1,manual_review,low,normal
일산중학교,middle_school,4,1,1,1,manual_review,low,normal
현대공업고등학교,high_school,2,1,1,1,manual_review,low,normal
현대청운고등학교,high_school,9,1,1,1,manual_review,low,normal
호계고등학교,high_school,5,1,1,1,manual_review,low,normal
매곡고등학교,high_school,5,1,1,1,manual_review,low,normal
동대초등학교,elementary_school,2,1,1,1,manual_review,low,normal
울산외국어고등학교,high_school,5,1,1,1,manual_review,low,normal
울산동천고등학교,high_school,5,1,1,1,manual_review,low,normal
달천고등학교,high_school,3,1,1,1,manual_review,low,normal
울산스포츠과학고등학교,high_school,5,1,1,1,manual_review,low,normal
무룡고등학교,high_school,3,1,1,1,manual_review,low,normal
효정고등학교,high_school,3,1,1,1,manual_review,low,normal
효정중학교,middle_school,2,1,1,1,manual_review,low,normal
울산기술공업고등학교,high_school,6,1,1,1,manual_review,low,normal
언양고등학교,high_school,7,1,1,1,manual_review,low,normal
남창고등학교,high_school,4,1,1,1,manual_review,low,normal
울산상업고등학교,high_school,15,1,1,1,manual_review,low,normal
울산산업고등학교,high_school,5,1,1,1,manual_review,low,normal
서생중학교,middle_school,4,1,1,1,manual_review,low,normal
울산예술고등학교,high_school,4,1,1,1,manual_review,low,normal
두광중학교,middle_school,2,1,1,1,manual_review,low,normal
울산경의고등학교,high_school,5,1,1,1,manual_review,low,normal
반곡고등학교,high_school,3,1,1,1,manual_review,low,normal
소담고등학교,high_school,3,1,1,1,manual_review,low,normal
보람고등학교,high_school,3,1,1,1,manual_review,low,normal
한솔고등학교,high_school,4,1,1,1,manual_review,low,normal
새롬고등학교,high_school,4,1,1,1,manual_review,low,normal
다정고등학교,high_school,4,1,1,1,manual_review,low,normal
세종대성고등학교,high_school,3,1,1,1,manual_review,low,normal
종촌고등학교,high_school,3,1,1,1,manual_review,low,normal
두루고등학교,high_school,7,1,1,1,manual_review,low,normal
세종과학예술영재학교,high_school,5,1,1,1,manual_review,low,normal
양지고등학교,high_school,5,1,1,1,manual_review,low,normal
세종캠퍼스고등학교,high_school,3,1,1,1,manual_review,low,normal
해밀고등학교,high_school,2,1,1,1,manual_review,low,normal
나루초등학교,elementary_school,2,1,1,1,manual_review,low,normal
연남초등학교,elementary_school,2,1,1,1,manual_review,low,normal
세종미래고등학교,high_school,2,1,1,1,manual_review,low,normal
세종장영실고등학교,high_school,3,1,1,1,manual_review,low,normal
장기초등학교,elementary_school,2,1,1,1,manual_review,low,normal
세종도원초등학교,elementary_school,4,1,1,1,manual_review,low,normal
가평고등학교,high_school,5,1,1,1,manual_review,low,normal
도래울고등학교,high_school,4,1,1,1,manual_review,low,normal
고양고등학교,high_school,2,1,1,1,manual_review,low,normal
성사고등학교,high_school,4,1,1,1,manual_review,low,normal
신원고등학교,high_school,3,1,1,1,manual_review,low,normal
원흥초등학교,elementary_school,2,1,1,1,manual_review,low,normal
원당중학교,middle_school,2,1,1,1,manual_review,low,normal
지축중학교,middle_school,3,1,1,1,manual_review,low,normal
능곡고등학교,high_school,4,1,1,1,manual_review,low,normal
서정고등학교,high_school,19,1,1,1,manual_review,low,normal
화정고등학교,high_school,12,1,1,1,manual_review,low,normal
정발고등학교,high_school,9,1,1,1,manual_review,low,normal
백신고등학교,high_school,6,1,1,1,manual_review,low,normal
고양장항초등학교,elementary_school,3,1,1,1,manual_review,low,normal
저동고등학교,high_school,4,1,1,1,manual_review,low,normal
세원고등학교,high_school,7,1,1,1,manual_review,low,normal
일산대진고등학교,high_school,11,1,1,1,manual_review,low,normal
덕이고등학교,high_school,7,1,1,1,manual_review,low,normal
일산고등학교,high_school,9,1,1,1,manual_review,low,normal
경기영상과학고등학교,high_school,11,1,1,1,manual_review,low,normal
일산동고등학교,high_school,7,1,1,1,manual_review,low,normal
경기항공고등학교,high_school,10,1,1,1,manual_review,low,normal
광휘고등학교,high_school,12,1,1,1,manual_review,low,normal
빛가온중학교,middle_school,2,1,1,1,manual_review,low,normal
광명북고등학교,high_school,11,1,1,1,manual_review,low,normal
진성고등학교,high_school,11,1,1,1,manual_review,low,normal
광주중학교,middle_school,3,1,1,1,manual_review,low,normal
쌍령초등학교,elementary_school,2,1,1,1,manual_review,low,normal
광주중앙고등학교,high_school,2,1,1,1,manual_review,low,normal
태전고등학교,high_school,6,1,1,1,manual_review,low,normal
갈매고등학교,high_school,4,1,1,1,manual_review,low,normal
서울삼육고등학교,high_school,7,1,1,1,manual_review,low,normal
수택고등학교,high_school,5,1,1,1,manual_review,low,normal
토평고등학교,high_school,6,1,1,1,manual_review,low,normal
용호고등학교,high_school,8,1,1,1,manual_review,low,normal
안산공업고등학교,high_school,10,1,1,1,manual_review,low,normal
수리고등학교,high_school,21,1,1,1,manual_review,low,normal
감정중학교,middle_school,2,1,1,1,manual_review,low,normal
김포나진초등학교,elementary_school,2,1,1,1,manual_review,low,normal
고촌고등학교,high_school,9,1,1,1,manual_review,low,normal
김포호수고등학교,high_school,7,1,1,1,manual_review,low,normal
솔터고등학교,high_school,4,1,1,1,manual_review,low,normal
김포과학기술고등학교,high_school,6,1,1,1,manual_review,low,normal
사우고등학교,high_school,4,1,1,1,manual_review,low,normal
양곡고등학교,high_school,6,1,1,1,manual_review,low,normal
운양고등학교,high_school,8,1,1,1,manual_review,low,normal
장기고등학교,high_school,12,1,1,1,manual_review,low,normal
풍무고등학교,high_school,7,1,1,1,manual_review,low,normal
수원칠보고등학교,high_school,14,1,1,1,manual_review,low,normal
동화고등학교,high_school,19,1,1,1,manual_review,low,normal
별가람고등학교,high_school,8,1,1,1,manual_review,low,normal
청학고등학교,high_school,3,1,1,1,manual_review,low,normal
오남고등학교,high_school,8,1,1,1,manual_review,low,normal
덕소고등학교,high_school,11,1,1,1,manual_review,low,normal
진건고등학교,high_school,5,1,1,1,manual_review,low,normal
광동고등학교,high_school,16,1,1,1,manual_review,low,normal
퇴계원고등학교,high_school,4,1,1,1,manual_review,low,normal
평내고등학교,high_school,7,1,1,1,manual_review,low,normal
판곡고등학교,high_school,10,1,1,1,manual_review,low,normal
심석고등학교,high_school,20,1,1,1,manual_review,low,normal
부천동중학교,middle_school,5,1,1,1,manual_review,low,normal
시온고등학교,high_school,7,1,1,1,manual_review,low,normal
경기경영고등학교,high_school,4,1,1,1,manual_review,low,normal
옥길새길중학교,middle_school,4,1,1,1,manual_review,low,normal
수주고등학교,high_school,5,1,1,1,manual_review,low,normal
원종고등학교,high_school,4,1,1,1,manual_review,low,normal
성곡중학교,middle_school,2,1,1,1,manual_review,low,normal
부천북고등학교,high_school,5,1,1,1,manual_review,low,normal
부천정보산업고등학교,high_school,19,1,1,1,manual_review,low,normal
평택대동초등학교,elementary_school,3,1,1,1,manual_review,low,normal
원미초등학교,elementary_school,2,1,1,1,manual_review,low,normal
약대초등학교,elementary_school,2,1,1,1,manual_review,low,normal
역곡고등학교,high_school,5,1,1,1,manual_review,low,normal
원미중학교,middle_school,3,1,1,1,manual_review,low,normal
초당고등학교,high_school,35,1,1,1,manual_review,low,normal
불곡고등학교,high_school,7,1,1,1,manual_review,low,normal
보평고등학교,high_school,6,1,1,1,manual_review,low,normal
분당대진고등학교,high_school,4,1,1,1,manual_review,low,normal
판교고등학교,high_school,4,1,1,1,manual_review,low,normal
양영디지털고등학교,high_school,8,1,1,1,manual_review,low,normal
수내고등학교,high_school,8,1,1,1,manual_review,low,normal
태원고등학교,high_school,11,1,1,1,manual_review,low,normal
송림고등학교,high_school,9,1,1,1,manual_review,low,normal
계원예술고등학교,high_school,15,1,1,1,manual_review,low,normal
낙생고등학교,high_school,5,1,1,1,manual_review,low,normal
성보경영고등학교,high_school,4,1,1,1,manual_review,low,normal
복정고등학교,high_school,2,1,1,1,manual_review,low,normal
풍생고등학교,high_school,5,1,1,1,manual_review,low,normal
성남여자중학교,middle_school,3,1,1,1,manual_review,low,normal
위례한빛고등학교,high_school,7,1,1,1,manual_review,low,normal
태평중학교,middle_school,6,1,1,1,manual_review,low,normal
상대원초등학교,elementary_school,4,1,1,1,manual_review,low,normal
고색고등학교,high_school,4,1,1,1,manual_review,low,normal
곡반중학교,middle_school,2,1,1,1,manual_review,low,normal
곡정고등학교,high_school,17,1,1,1,manual_review,low,normal
경기대명고등학교,high_school,2,1,1,1,manual_review,low,normal
세류중학교,middle_school,4,1,1,1,manual_review,low,normal
호매실고등학교,high_school,6,1,1,1,manual_review,low,normal
망포고등학교,high_school,9,1,1,1,manual_review,low,normal
효원고등학교,high_school,17,1,1,1,manual_review,low,normal
수원하이텍고등학교,high_school,17,1,1,1,manual_review,low,normal
중앙기독고등학교,high_school,10,1,1,1,manual_review,low,normal
광교고등학교,high_school,8,1,1,1,manual_review,low,normal
이의고등학교,high_school,3,1,1,1,manual_review,low,normal
경기과학고등학교,high_school,4,1,1,1,manual_review,low,normal
창용중학교,middle_school,2,1,1,1,manual_review,low,normal
수원농생명과학고등학교,high_school,2,1,1,1,manual_review,low,normal
동원동우고등학교,high_school,3,1,1,1,manual_review,low,normal
수원고등학교,high_school,3,1,1,1,manual_review,low,normal
창현고등학교,high_school,6,1,1,1,manual_review,low,normal
수원공업고등학교,high_school,3,1,1,1,manual_review,low,normal
시흥능곡고등학교,high_school,4,1,1,1,manual_review,low,normal
은계중학교,middle_school,4,1,1,1,manual_review,low,normal
배곧해솔중학교,middle_school,7,1,1,1,manual_review,low,normal
월곶중학교,middle_school,3,1,1,1,manual_review,low,normal
은행고등학교,high_school,9,1,1,1,manual_review,low,normal
장곡고등학교,high_school,5,1,1,1,manual_review,low,normal
시흥가온중학교,middle_school,3,1,1,1,manual_review,low,normal
배곧고등학교,high_school,26,1,1,1,manual_review,low,normal
목감고등학교,high_school,5,1,1,1,manual_review,low,normal
경안고등학교,high_school,15,1,1,1,manual_review,low,normal
경일관광경영고등학교,high_school,12,1,1,1,manual_review,low,normal
신길고등학교,high_school,5,1,1,1,manual_review,low,normal
한국디지털미디어고등학교,high_school,6,1,1,1,manual_review,low,normal
원곡고등학교,high_school,5,1,1,1,manual_review,low,normal
초지고등학교,high_school,7,1,1,1,manual_review,low,normal
안산디자인문화고등학교,high_school,11,1,1,1,manual_review,low,normal
성안고등학교,high_school,13,1,1,1,manual_review,low,normal
성포고등학교,high_school,4,1,1,1,manual_review,low,normal
광덕고등학교,high_school,5,1,1,1,manual_review,low,normal
송호고등학교,high_school,3,1,1,1,manual_review,low,normal
평촌경영고등학교,high_school,13,1,1,1,manual_review,low,normal
부흥고등학교,high_school,12,1,1,1,manual_review,low,normal
백영고등학교,high_school,10,1,1,1,manual_review,low,normal
평촌과학기술고등학교,high_school,15,1,1,1,manual_review,low,normal
안양고등학교,high_school,4,1,1,1,manual_review,low,normal
충훈고등학교,high_school,8,1,1,1,manual_review,low,normal
양명여자고등학교,high_school,24,1,1,1,manual_review,low,normal
덕현중학교,middle_school,2,1,1,1,manual_review,low,normal
덕계고등학교,high_school,2,1,1,1,manual_review,low,normal
덕정중학교,middle_school,4,1,1,1,manual_review,low,normal
옥정고등학교,high_school,12,1,1,1,manual_review,low,normal
대호중학교,middle_school,2,1,1,1,manual_review,low,normal
운천고등학교,high_school,3,1,1,1,manual_review,low,normal
세마고등학교,high_school,3,1,1,1,manual_review,low,normal
운천중학교,middle_school,4,1,1,1,manual_review,low,normal
운암고등학교,high_school,9,1,1,1,manual_review,low,normal
용인백현고등학교,high_school,7,1,1,1,manual_review,low,normal
구성고등학교,high_school,6,1,1,1,manual_review,low,normal
보정고등학교,high_school,6,1,1,1,manual_review,low,normal
신갈고등학교,high_school,4,1,1,1,manual_review,low,normal
기흥고등학교,high_school,7,1,1,1,manual_review,low,normal
언동중학교,middle_school,3,1,1,1,manual_review,low,normal
손곡중학교,middle_school,5,1,1,1,manual_review,low,normal
상현고등학교,high_school,11,1,1,1,manual_review,low,normal
성복고등학교,high_school,6,1,1,1,manual_review,low,normal
신봉고등학교,high_school,8,1,1,1,manual_review,low,normal
현암고등학교,high_school,15,1,1,1,manual_review,low,normal
풍덕고등학교,high_school,12,1,1,1,manual_review,low,normal
용신중학교,middle_school,4,1,1,1,manual_review,low,normal
용인고등학교,high_school,3,1,1,1,manual_review,low,normal
경기외국어고등학교,high_school,3,1,1,1,manual_review,low,normal
내손고등학교,high_school,8,1,1,1,manual_review,low,normal
모락고등학교,high_school,7,1,1,1,manual_review,low,normal
의정부광동고등학교,high_school,13,1,1,1,manual_review,low,normal
훈민중학교,middle_school,2,1,1,1,manual_review,low,normal
천보중학교,middle_school,4,1,1,1,manual_review,low,normal
송양고등학교,high_school,3,1,1,1,manual_review,low,normal
경기북과학고등학교,high_school,3,1,1,1,manual_review,low,normal
송현고등학교,high_school,10,1,1,1,manual_review,low,normal
발곡고등학교,high_school,13,1,1,1,manual_review,low,normal
동국대학교사범대학부속영석고등학교,high_school,5,1,1,1,manual_review,low,normal
상우고등학교,high_school,4,1,1,1,manual_review,low,normal
동암중학교,middle_school,3,1,1,1,manual_review,low,normal
호원고등학교,high_school,7,1,1,1,manual_review,low,normal
효양고등학교,high_school,7,1,1,1,manual_review,low,normal
이천고등학교,high_school,4,1,1,1,manual_review,low,normal
설봉중학교,middle_school,3,1,1,1,manual_review,low,normal
다율중학교,middle_school,3,1,1,1,manual_review,low,normal
동패고등학교,high_school,11,1,1,1,manual_review,low,normal
운정고등학교,high_school,9,1,1,1,manual_review,low,normal
한광여자고등학교,high_school,18,1,1,1,manual_review,low,normal
용이중학교,middle_school,5,1,1,1,manual_review,low,normal
배다리중학교,middle_school,4,1,1,1,manual_review,low,normal
합정초등학교,elementary_school,2,1,1,1,manual_review,low,normal
감일고등학교,high_school,4,1,1,1,manual_review,low,normal
감일백제중학교,middle_school,3,1,1,1,manual_review,low,normal
미사고등학교,high_school,8,1,1,1,manual_review,low,normal
미사강변고등학교,high_school,4,1,1,1,manual_review,low,normal
신장고등학교,high_school,7,1,1,1,manual_review,low,normal
한국애니메이션고등학교,high_school,5,1,1,1,manual_review,low,normal
청아초등학교,elementary_school,2,1,1,1,manual_review,low,normal
위례고등학교,high_school,4,1,1,1,manual_review,low,normal
기산중학교,middle_school,2,1,1,1,manual_review,low,normal
푸른중학교,middle_school,5,1,1,1,manual_review,low,normal
반송고등학교,high_school,14,1,1,1,manual_review,low,normal
화성반월고등학교,high_school,7,1,1,1,manual_review,low,normal
안화고등학교,high_school,10,1,1,1,manual_review,low,normal
와우고등학교,high_school,18,1,1,1,manual_review,low,normal
이솔고등학교,high_school,7,1,1,1,manual_review,low,normal
새솔고등학교,high_school,3,1,1,1,manual_review,low,normal
한백고등학교,high_school,10,1,1,1,manual_review,low,normal
동탄중앙고등학교,high_school,9,1,1,1,manual_review,low,normal
춘천한샘고등학교,high_school,5,1,1,1,manual_review,low,normal
대암중학교,middle_school,10,1,1,1,manual_review,low,normal
전인고등학교,high_school,3,1,1,1,manual_review,low,normal
신남고등학교,high_school,15,1,1,1,manual_review,low,normal
창촌중학교,middle_school,5,1,1,1,manual_review,low,normal
한남초등학교,elementary_school,20,1,1,1,manual_review,low,normal
신포중학교,middle_school,4,1,1,1,manual_review,low,normal
삼척초등학교,elementary_school,8,1,1,1,manual_review,low,normal
우석중학교,middle_school,5,1,1,1,manual_review,low,normal
퇴계중학교,middle_school,5,1,1,1,manual_review,low,normal
설온중학교,middle_school,3,1,1,1,manual_review,low,normal
설악고등학교,high_school,4,1,1,1,manual_review,low,normal
도계전산정보고등학교,high_school,6,1,1,1,manual_review,low,normal
원덕고등학교,high_school,5,1,1,1,manual_review,low,normal
한국에너지마이스터고등학교,high_school,5,1,1,1,manual_review,low,normal
하장중학교,middle_school,2,1,1,1,manual_review,low,normal
미로중학교,middle_school,2,1,1,1,manual_review,low,normal
가곡고등학교,high_school,3,1,1,1,manual_review,low,normal
삼일고등학교,high_school,4,1,1,1,manual_review,low,normal
홍천여자고등학교,high_school,10,1,1,1,manual_review,low,normal
화촌중학교,middle_school,4,1,1,1,manual_review,low,normal
두촌중학교,middle_school,2,1,1,1,manual_review,low,normal
팔렬고등학교,high_school,4,1,1,1,manual_review,low,normal
서석고등학교,high_school,5,1,1,1,manual_review,low,normal
동화중학교,middle_school,2,1,1,1,manual_review,low,normal
내면고등학교,high_school,5,1,1,1,manual_review,low,normal
횡성고등학교,high_school,8,1,1,1,manual_review,low,normal
우천중학교,middle_school,3,1,1,1,manual_review,low,normal
민족사관고등학교,high_school,5,1,1,1,manual_review,low,normal
현천고등학교,high_school,4,1,1,1,manual_review,low,normal
갑천고등학교,high_school,3,1,1,1,manual_review,low,normal
청일중학교,middle_school,3,1,1,1,manual_review,low,normal
공근중학교,middle_school,3,1,1,1,manual_review,low,normal
서원중학교,middle_school,3,1,1,1,manual_review,low,normal
강림중학교,middle_school,2,1,1,1,manual_review,low,normal
석정여자고등학교,high_school,10,1,1,1,manual_review,low,normal
상동고등학교,high_school,3,1,1,1,manual_review,low,normal
녹전중학교,middle_school,2,1,1,1,manual_review,low,normal
옥동중학교,middle_school,2,1,1,1,manual_review,low,normal
원통고등학교,high_school,9,1,1,1,manual_review,low,normal
쌍룡중학교,middle_school,3,1,1,1,manual_review,low,normal
주천고등학교,high_school,3,1,1,1,manual_review,low,normal
평창고등학교,high_school,4,1,1,1,manual_review,low,normal
미탄중학교,middle_school,2,1,1,1,manual_review,low,normal
계촌중학교,middle_school,3,1,1,1,manual_review,low,normal
대화고등학교,high_school,5,1,1,1,manual_review,low,normal
봉평고등학교,high_school,4,1,1,1,manual_review,low,normal
용전중학교,middle_school,3,1,1,1,manual_review,low,normal
진부고등학교,high_school,5,1,1,1,manual_review,low,normal
상지대관령고등학교,high_school,5,1,1,1,manual_review,low,normal
정선정보공업고등학교,high_school,7,1,1,1,manual_review,low,normal
고한고등학교,high_school,4,1,1,1,manual_review,low,normal
사북고등학교,high_school,3,1,1,1,manual_review,low,normal
함백고등학교,high_school,5,1,1,1,manual_review,low,normal
나전중학교,middle_school,3,1,1,1,manual_review,low,normal
임계고등학교,high_school,3,1,1,1,manual_review,low,normal
여량고등학교,high_school,3,1,1,1,manual_review,low,normal
철원고등학교,high_school,4,1,1,1,manual_review,low,normal
청양초등학교,elementary_school,3,1,1,1,manual_review,low,normal
신철원고등학교,high_school,6,1,1,1,manual_review,low,normal
철원여자고등학교,high_school,6,1,1,1,manual_review,low,normal
화천정보산업고등학교,high_school,3,1,1,1,manual_review,low,normal
간동고등학교,high_school,3,1,1,1,manual_review,low,normal
화천고등학교,high_school,4,1,1,1,manual_review,low,normal
사내고등학교,high_school,5,1,1,1,manual_review,low,normal
강원외국어고등학교,high_school,8,1,1,1,manual_review,low,normal
용하중학교,middle_school,4,1,1,1,manual_review,low,normal
방산중학교,middle_school,2,1,1,1,manual_review,low,normal
해안중학교,middle_school,2,1,1,1,manual_review,low,normal
인제고등학교,high_school,5,1,1,1,manual_review,low,normal
기린고등학교,high_school,4,1,1,1,manual_review,low,normal
서화중학교,middle_school,2,1,1,1,manual_review,low,normal
상남중학교,middle_school,3,1,1,1,manual_review,low,normal
거진고등학교,high_school,4,1,1,1,manual_review,low,normal
죽왕초등학교,elementary_school,3,1,1,1,manual_review,low,normal
동광산업과학고등학교,high_school,7,1,1,1,manual_review,low,normal
양양고등학교,high_school,4,1,1,1,manual_review,low,normal
송포초등학교,elementary_school,2,1,1,1,manual_review,low,normal
현북중학교,middle_school,4,1,1,1,manual_review,low,normal
현남중학교,middle_school,3,1,1,1,manual_review,low,normal
강현중학교,middle_school,3,1,1,1,manual_review,low,normal
충북에너지고등학교,high_school,4,1,1,1,manual_review,low,normal
충북과학고등학교,high_school,4,1,1,1,manual_review,low,normal
신송초등학교,elementary_school,3,1,1,1,manual_review,low,normal
문의중학교,middle_school,3,1,1,1,manual_review,low,normal
청운중학교,middle_school,2,1,1,1,manual_review,low,normal
현도중학교,middle_school,3,1,1,1,manual_review,low,normal
운호고등학교,high_school,5,1,1,1,manual_review,low,normal
오송고등학교,high_school,7,1,1,1,manual_review,low,normal
한국교원대학교부설고등학교,high_school,4,1,1,1,manual_review,low,normal
양업고등학교,high_school,4,1,1,1,manual_review,low,normal
내수중학교,middle_school,5,1,1,1,manual_review,low,normal
청원고등학교,high_school,14,1,1,1,manual_review,low,normal
석성초등학교,elementary_school,3,1,1,1,manual_review,low,normal
청주중앙중학교,middle_school,3,1,1,1,manual_review,low,normal
청주신흥고등학교,high_school,7,1,1,1,manual_review,low,normal
주덕중학교,middle_school,3,1,1,1,manual_review,low,normal
오석초등학교,elementary_school,2,1,1,1,manual_review,low,normal
노은중학교,middle_school,2,1,1,1,manual_review,low,normal
충주대소원중학교,middle_school,3,1,1,1,manual_review,low,normal
중원중학교,middle_school,3,1,1,1,manual_review,low,normal
산척중학교,middle_school,2,1,1,1,manual_review,low,normal
수안보중학교,middle_school,3,1,1,1,manual_review,low,normal
신니중학교,middle_school,3,1,1,1,manual_review,low,normal
앙성중학교,middle_school,2,1,1,1,manual_review,low,normal
충원고등학교,high_school,3,1,1,1,manual_review,low,normal
중앙탑고등학교,high_school,4,1,1,1,manual_review,low,normal
한림디자인고등학교,high_school,7,1,1,1,manual_review,low,normal
충주대원고등학교,high_school,2,1,1,1,manual_review,low,normal
국원고등학교,high_school,2,1,1,1,manual_review,low,normal
국원초등학교,elementary_school,3,1,1,1,manual_review,low,normal
충주여자고등학교,high_school,4,1,1,1,manual_review,low,normal
탄금중학교,middle_school,4,1,1,1,manual_review,low,normal
충주중산고등학교,high_school,8,1,1,1,manual_review,low,normal
보은고등학교,high_school,8,1,1,1,manual_review,low,normal
세중초등학교,elementary_school,2,1,1,1,manual_review,low,normal
보덕중학교,middle_school,2,1,1,1,manual_review,low,normal
속리산중학교,middle_school,3,1,1,1,manual_review,low,normal
회인중학교,middle_school,2,1,1,1,manual_review,low,normal
옥천고등학교,high_school,8,1,1,1,manual_review,low,normal
동이초등학교우산분교장,elementary_school,2,1,1,1,manual_review,low,normal
안내중학교,middle_school,2,1,1,1,manual_review,low,normal
청산고등학교,high_school,3,1,1,1,manual_review,low,normal
이원중학교,middle_school,2,1,1,1,manual_review,low,normal
증약초등학교대정분교장,elementary_school,2,1,1,1,manual_review,low,normal
황간고등학교,high_school,3,1,1,1,manual_review,low,normal
추풍령중학교,middle_school,2,1,1,1,manual_review,low,normal
학산고등학교,high_school,3,1,1,1,manual_review,low,normal
정수중학교,middle_school,2,1,1,1,manual_review,low,normal
심천중학교,middle_school,3,1,1,1,manual_review,low,normal
형석고등학교,high_school,9,1,1,1,manual_review,low,normal
진천고등학교,high_school,8,1,1,1,manual_review,low,normal
서전고등학교,high_school,6,1,1,1,manual_review,low,normal
초평초등학교,elementary_school,2,1,1,1,manual_review,low,normal
충북체육고등학교,high_school,4,1,1,1,manual_review,low,normal
이월중학교,middle_school,4,1,1,1,manual_review,low,normal
광혜원고등학교,high_school,3,1,1,1,manual_review,low,normal
괴산고등학교,high_school,5,1,1,1,manual_review,low,normal
괴산오성중학교,middle_school,2,1,1,1,manual_review,low,normal
연풍중학교,middle_school,2,1,1,1,manual_review,low,normal
칠성중학교,middle_school,2,1,1,1,manual_review,low,normal
청안중학교,middle_school,3,1,1,1,manual_review,low,normal
음성고등학교,high_school,7,1,1,1,manual_review,low,normal
대금고등학교,high_school,7,1,1,1,manual_review,low,normal
하당초등학교,elementary_school,2,1,1,1,manual_review,low,normal
대소중학교,middle_school,3,1,1,1,manual_review,low,normal
생극중학교,middle_school,2,1,1,1,manual_review,low,normal
매괴고등학교,high_school,6,1,1,1,manual_review,low,normal
단양고등학교,high_school,4,1,1,1,manual_review,low,normal
매포중학교,middle_school,3,1,1,1,manual_review,low,normal
가곡초등학교보발분교장,elementary_school,3,1,1,1,manual_review,low,normal
단양소백산중학교,middle_school,4,1,1,1,manual_review,low,normal
한국호텔관광고등학교,high_school,3,1,1,1,manual_review,low,normal
공주마이스터고등학교,high_school,5,1,1,1,manual_review,low,normal
이인중학교,middle_school,2,1,1,1,manual_review,low,normal
탄천중학교,middle_school,2,1,1,1,manual_review,low,normal
경천중학교,middle_school,3,1,1,1,manual_review,low,normal
충남과학고등학교,high_school,4,1,1,1,manual_review,low,normal
의당초등학교,elementary_school,2,1,1,1,manual_review,low,normal
한일고등학교,high_school,4,1,1,1,manual_review,low,normal
우성중학교,middle_school,4,1,1,1,manual_review,low,normal
사곡중학교,middle_school,3,1,1,1,manual_review,low,normal
공주고등학교,high_school,2,1,1,1,manual_review,low,normal
공주여자고등학교,high_school,2,1,1,1,manual_review,low,normal
공주생명과학고등학교,high_school,4,1,1,1,manual_review,low,normal
웅천고등학교,high_school,5,1,1,1,manual_review,low,normal
보령중학교,middle_school,2,1,1,1,manual_review,low,normal
청룡초등학교장고분교장,elementary_school,5,1,1,1,manual_review,low,normal
천북중학교,middle_school,2,1,1,1,manual_review,low,normal
청라중학교,middle_school,4,1,1,1,manual_review,low,normal
남포중학교,middle_school,3,1,1,1,manual_review,low,normal
주산산업고등학교,high_school,2,1,1,1,manual_review,low,normal
미산중학교,middle_school,2,1,1,1,manual_review,low,normal
성주초등학교,elementary_school,2,1,1,1,manual_review,low,normal
설화고등학교,high_school,17,1,1,1,manual_review,low,normal
송남중학교,middle_school,3,1,1,1,manual_review,low,normal
충남외국어고등학교,high_school,10,1,1,1,manual_review,low,normal
염티초등학교,elementary_school,2,1,1,1,manual_review,low,normal
음봉중학교,middle_school,5,1,1,1,manual_review,low,normal
아산충무고등학교,high_school,8,1,1,1,manual_review,low,normal
영인중학교,middle_school,3,1,1,1,manual_review,low,normal
인주중학교,middle_school,3,1,1,1,manual_review,low,normal
선도중학교,middle_school,2,1,1,1,manual_review,low,normal
도고중학교,middle_school,3,1,1,1,manual_review,low,normal
신창중학교,middle_school,4,1,1,1,manual_review,low,normal
대산고등학교,high_school,6,1,1,1,manual_review,low,normal
인지중학교,middle_school,3,1,1,1,manual_review,low,normal
부석고등학교,high_school,6,1,1,1,manual_review,low,normal
팔봉중학교,middle_school,2,1,1,1,manual_review,low,normal
서일고등학교,high_school,3,1,1,1,manual_review,low,normal
성연중학교,middle_school,2,1,1,1,manual_review,low,normal
음암중학교,middle_school,3,1,1,1,manual_review,low,normal
서산공업고등학교,high_school,4,1,1,1,manual_review,low,normal
서산고등학교,high_school,4,1,1,1,manual_review,low,normal
고북중학교,middle_school,2,1,1,1,manual_review,low,normal
서산중학교,middle_school,2,1,1,1,manual_review,low,normal
강경고등학교,high_school,7,1,1,1,manual_review,low,normal
연무고등학교,high_school,7,1,1,1,manual_review,low,normal
원봉초등학교,elementary_school,2,1,1,1,manual_review,low,normal
광석중학교,middle_school,3,1,1,1,manual_review,low,normal
노성중학교,middle_school,2,1,1,1,manual_review,low,normal
부적초등학교,elementary_school,2,1,1,1,manual_review,low,normal
충남인터넷고등학교,high_school,5,1,1,1,manual_review,low,normal
벌곡초등학교,elementary_school,2,1,1,1,manual_review,low,normal
건양대학교병설건양고등학교,high_school,4,1,1,1,manual_review,low,normal
가야곡중학교,middle_school,2,1,1,1,manual_review,low,normal
은진초등학교,elementary_school,2,1,1,1,manual_review,low,normal
채운초등학교,elementary_school,2,1,1,1,manual_review,low,normal
논산여자고등학교,high_school,4,1,1,1,manual_review,low,normal
